0,1140201
1,1140202
2,1140203
3,1140204
4,1140205
5,1140206
6,1140207
7,1140208
8,1140209
9,1140210
10,1140211
11,1140212
12,1140213
13,1140214
14,1140215
15,1140216
16,1140217
17,1140218
18,1140219
19,1140220
20,1140221
21,1140222
22,1140223
23,1140224
24,1140225
25,1140226
26,1140227
27,1140228
28,1140229
29,1140230
30,1140231
31,1140232
32,1140233
33,1140234
34,1140235
35,1140236
36,1140237
37,1140238
38,1140239
39,1141101
40,1141102
41,1141103
42,1141104
43,1141105
44,1141106
45,1141107
46,1141108
47,1141109
48,1141110
49,1141111
50,1141112
51,1141113
52,1141114
53,1141115
54,1141116
55,1141117
56,1141118
57,1141119
58,1141120
59,1141121
60,1141122
61,1141123
62,1141124
63,1141125
64,1141126
65,1141127
66,1141128
67,1141129
68,1141130
69,1141131
70,1141132
71,1141133
72,1141134
73,1141135
74,1141136
75,1141137
76,1141138
77,1141139
78,1141140
79,1141301
80,1141302
81,1141303
82,1141304
83,1141305
84,1141306
85,1141307
86,1141308
87,1141309
88,1141310
89,1141311
90,1141312
91,1141313
92,1141314
93,1141315
94,1141316
95,1141317
96,1141318
97,1141319
98,1141320
99,1141321
100,1141322
101,1141323
102,1141324
103,1141325
104,1141326
105,1141327
106,1141328
107,1141329
108,1141330
109,1141331
110,1141332
111,1141333
112,1141334
113,1141335
114,1141336
115,1141337
116,1141338
117,1141339
118,1141340
119,1141341
120,1141342
121,1141343
122,1141344
123,1141345
124,1141346
125,1141347
126,1141348
127,1141349
128,1141350
129,1141351
130,1141401
131,1141402
132,1141403
133,1141404
134,1141405
135,1141406
136,1141407
137,1141408
138,1141409
139,1141410
140,1141411
141,1141412
142,1141413
143,1141414
144,1141415
145,1141416
146,1141417
147,1141418
148,1141419
149,1141420
150,1141421
151,1141422
152,1141423
153,1141424
154,1141425
155,1141426
156,1141427
157,1141428
158,1141429
159,1141430
160,1141431
161,1141432
162,1141433
163,1141434
164,1141435
165,1141436
166,1141437
167,1141438
168,1141439
169,1141440
170,1141441
171,1141442
172,1141443
173,1141444
174,1141601
175,1141602
176,1141603
177,1141604
178,1141605
179,1141606
180,1141607
181,1141608
182,1141609
183,1141610
184,1141611
185,1141612
186,1141613
187,1141614
188,1141615
189,1141616
190,1141617
191,1141618
192,1141619
193,1141620
194,1141621
195,1141622
196,1141623
197,1141624
198,1141625
199,1141626
200,1141627
201,1141628
202,1141629
203,1141630
204,1141631
205,1141632
206,1141633
207,1141634
208,1141635
209,1141636
210,1141637
211,1141638
212,1141639
213,1141640
214,1141641
215,1141642
216,1141645
217,1141643
218,1141644
219,1150101
220,1150102
221,1150103
222,1150104
223,1150105
224,1150106
225,1150107
226,1150108
227,1150109
228,1150110
229,1150111
230,1150112
231,1150113
232,1150114
233,1150115
234,1150116
235,1150117
236,1150118
237,1150119
238,1150120
239,1150121
240,1150122
241,1150123
242,1150124
243,1150125
244,1150126
245,1150127
246,1150128
247,1150129
248,1150130
249,1150131
250,1150132
251,1150133
252,1150134
253,1150201
254,1150203
255,1150204
256,1150205
257,1150206
258,1150207
259,1150208
260,1150209
261,1150210
262,1150211
263,1150212
264,1150213
265,1150214
266,1150215
267,1150216
268,1150217
269,1150218
270,1150242
271,1150219
272,1150220
273,1150221
274,1150222
275,1150223
276,1150240
277,1150224
278,1150225
279,1150226
280,1150227
281,1150241
282,1150228
283,1150229
284,1150230
285,1150231
286,1150232
287,1150233
288,1150234
289,1150235
290,1150236
291,1150237
292,1150238
293,1150239
294,1150301
295,1150302
296,1150303
297,1150304
298,1150307
299,1150305
300,1150306
301,1150308
302,1150309
303,1150310
304,1150311
305,1150312
306,1150501
307,1150502
308,1150503
309,1150504
310,1150505
311,1150506
312,1150507
313,1150508
314,1150509
315,1150510
316,1150511
317,1150512
318,1150513
319,1150514
320,1150515
321,1150516
322,1150517
323,1150518
324,1150519
325,1150601
326,1150602
327,1150603
328,1150604
329,1150605
330,1150606
331,1150607
332,1150608
333,1150609
334,1150610
335,1150701
336,1150702
337,1150703
338,1150704
339,1150705
340,1150706
341,1150707
342,1150708
343,1150801
344,1150802
345,1150803
346,1150804
347,1150805
348,1150806
349,1150807
350,1150808
351,1150809
352,1150810
353,1150811
354,1150812
355,1150813
356,1150814
357,1150815
358,1150816
359,1150817
360,1150818
361,1151001
362,1151002
363,1151003
364,1151004
365,1151005
366,1151006
367,1151007
368,1151008
369,1151009
370,1151010
371,1151011
372,1151012
373,1151013
374,1151014
375,1151015
376,1151016
377,1151017
378,1151018
379,1151019
380,1151020
381,1151021
382,1151022
383,1151023
384,1151024
385,1151025
386,1151026
387,1151027
388,1151028
389,1151029
390,1151030
391,1151031
392,1151032
393,1151033
394,1151034
395,1151035
396,1151036
397,1151037
398,1151038
399,1151039
400,1151040
401,1151041
402,1151201
403,1151202
404,1151203
405,1151204
406,1151205
407,1151206
408,1151207
409,1151208
410,1151209
411,1151210
412,1151211
413,1151301
414,1151302
415,1151303
416,1151304
417,1151305
418,1151306
419,1151307
420,1151308
421,1151309
422,1151310
423,1151311
424,1151312
425,1151313
426,1151314
427,1151315
428,1141501
429,1141502
430,1141503
431,1141504
432,1141505
433,1141506
434,1141507
435,1141508
436,1141509
437,1141510
438,1141511
439,1141512
440,1141513
441,1141514
442,1141515
443,1141516
444,1141517
445,1141518
446,1141519
447,1141520
448,1141521
449,1141522
450,1141523
451,1141524
452,1141525
453,1141526
454,1141527
455,1141528
456,1141529
457,1141530
458,1141531
459,1141532
460,1141533
461,1141534
462,1141535
463,1141536
464,1141537
465,1141538
466,1141539
467,1141540
468,1141541
469,1141542
470,1141543
471,1141701
472,1141714
473,1141702
474,1141703
475,1141704
476,1141705
477,1141706
478,1141707
479,1141708
480,1141709
481,1141710
482,1141711
483,1141712
484,1141713
485,1141801
486,1141802
487,1141803
488,1141804
489,1141805
490,1141806
491,1141807
492,1141808
493,1141901
494,1141902
495,1141903
496,1141904
497,1141905
498,1141906
499,1141907
500,1141908
501,1141909
502,1141910
503,1141911
504,1141912
505,1141913
506,1141914
507,1141915
508,1141916
509,1141917
510,1141918
511,1141919
512,1141920
513,1142101
514,1142102
515,1142103
516,1142104
517,1142105
518,1142106
519,1142107
520,1142108
521,1142109
522,1142110
523,1142111
524,1142112
525,1142113
526,1142114
527,1142115
528,1142116
529,1142117
530,1142118
531,1142119
532,1142120
533,1142121
534,1142122
535,1142123
536,1142201
537,1142202
538,1142203
539,1142204
540,1142205
541,1142206
542,1142207
543,1142208
544,1142209
545,1142210
546,1142211
547,1142212
548,1142213
549,1142214
550,1142215
551,1142216
552,1142217
553,1142218
554,1142219
555,1142220
556,1142221
557,1142222
558,1142223
559,1142224
560,1150901
561,1150902
562,1150903
563,1150904
564,1150905
565,1150906
566,1150907
567,1150908
568,1150909
569,1150910
570,1150911
571,1150912
572,1151101
573,1151102
574,1151103
575,1151104
576,1151105
577,1151106
578,1151107
579,1151108
580,1151109
581,1151110
582,1151111
583,1160101
584,1160102
585,1160103
586,1160104
587,1160105
588,1160106
589,1160107
590,1160108
591,1160109
592,1160110
593,1160111
594,1160112
595,1160113
596,1160114
597,1160115
598,1160116
599,1160117
600,1160118
601,1160119
602,1160120
603,1160201
604,1160202
605,1160216
606,1160203
607,1160204
608,1160205
609,1160215
610,1160206
611,1160207
612,1160208
613,1160209
614,1160210
